alphaF,Group Pair,ω,FIC,Tier
0.1,Oceania - EU,0.03207602770001472,0.6792397229998528,Acceptable
0.1,Oceania - Arab/Middle East,0.08558860494344367,0.1441139505655633,Questionable
0.1,Oceania - North America,0.0060606060606061,0.939393939393939,Optimum
0.1,EU - Arab/Middle East,0.11766463264345839,-0.1766463264345839,Unacceptable
0.1,EU - North America,0.03813663376062082,0.6186336623937918,Acceptable
0.1,Arab/Middle East - North America,0.07952799888283757,0.2047200111716243,Questionable
0.15,Africa - Asia,0.05335385404642812,0.6443076396904792,Acceptable
0.15,Africa - South America,0.09451625538582054,0.36989163076119635,Questionable
0.15,Africa - Oceania,0.12793148880105398,0.1471234079929734,Questionable
0.15,Africa - EU,0.1600075165010687,-0.0667167766737915,Unacceptable
0.15,Africa - Arab/Middle East,0.042342883857610314,0.7177141076159312,Acceptable
0.15,Africa - North America,0.12187088274044788,0.18752744839701407,Questionable
0.15,Asia - South America,0.04116240133939242,0.7255839910707171,Acceptable
0.15,Asia - Oceania,0.07457763475462587,0.5028157683024942,Acceptable
0.15,Asia - EU,0.10665366245464059,0.2889755836357294,Questionable
0.15,Asia - Arab/Middle East,0.011010970188817804,0.926593532074548,Optimum
0.15,Asia - North America,0.06851702869401977,0.5432198087065349,Acceptable
0.15,South America - Oceania,0.03341523341523345,0.7772317772317769,Optimum
0.15,South America - EU,0.06549126111524817,0.5633915925650121,Acceptable
0.15,South America - Arab/Middle East,0.05217337152821022,0.6521775231452651,Acceptable
0.15,South America - North America,0.027354627354627348,0.8176358176358176,Optimum
0.15,Oceania - EU,0.03207602770001472,0.7861598153332352,Optimum
0.15,Oceania - Arab/Middle East,0.08558860494344367,0.42940930037704217,Questionable
0.15,Oceania - North America,0.0060606060606061,0.9595959595959593,Optimum
0.15,EU - Arab/Middle East,0.11766463264345839,0.21556911571027737,Questionable
0.15,EU - North America,0.03813663376062082,0.7457557749291945,Acceptable
0.15,Arab/Middle East - North America,0.07952799888283757,0.46981334078108283,Questionable
0.2,Africa - Asia,0.05335385404642812,0.7332307297678594,Acceptable
0.2,Africa - South America,0.09451625538582054,0.5274187230708973,Acceptable
0.2,Africa - Oceania,0.12793148880105398,0.3603425559947301,Questionable
0.2,Africa - EU,0.1600075165010687,0.19996241749465649,Questionable
0.2,Africa - Arab/Middle East,0.042342883857610314,0.7882855807119484,Optimum
0.2,Africa - North America,0.12187088274044788,0.3906455862977606,Questionable
0.2,Asia - South America,0.04116240133939242,0.7941879933030379,Optimum
0.2,Asia - Oceania,0.07457763475462587,0.6271118262268707,Acceptable
0.2,Asia - EU,0.10665366245464059,0.4667316877267971,Questionable
0.2,Asia - Arab/Middle East,0.011010970188817804,0.944945149055911,Optimum
0.2,Asia - North America,0.06851702869401977,0.6574148565299012,Acceptable
0.2,South America - Oceania,0.03341523341523345,0.8329238329238328,Optimum
0.2,South America - EU,0.06549126111524817,0.6725436944237592,Acceptable
0.2,South America - Arab/Middle East,0.05217337152821022,0.7391331423589489,Acceptable
0.2,South America - North America,0.027354627354627348,0.8632268632268633,Optimum
0.2,Oceania - EU,0.03207602770001472,0.8396198614999264,Optimum
0.2,Oceania - Arab/Middle East,0.08558860494344367,0.5720569752827817,Acceptable
0.2,Oceania - North America,0.0060606060606061,0.9696969696969695,Optimum
0.2,EU - Arab/Middle East,0.11766463264345839,0.41167683678270806,Questionable
0.2,EU - North America,0.03813663376062082,0.8093168311968959,Optimum
0.2,Arab/Middle East - North America,0.07952799888283757,0.6023600055858122,Acceptable
