gender,age,income,marital_status,immigration_status,education,job_status,country,crime_risk
Male,49.43214291080329,17951.280223418253,Divorced,citizen,secondary,Employed,EU,0
Female,70.0,14345.744591655764,Married,citizen,higher,Unemployed,Africa,1
Male,38.08620253972226,2292.9956553011034,Single,Asylum_seeker,secondary,Employed,South_America,0
Male,70.0,17829.1758441134,Married,citizen,higher,Employed,North_America,0
Male,20.188001456458718,6769.096455170512,Divorced,Asylum_seeker,higher,Employed,Africa,1
Female,64.16477405463542,8810.855370772273,Married,citizen,higher,Employed,South_America,0
Male,49.6178947959094,32859.18703458468,Widow/Widower,citizen,primary,Retired,Africa,1
Male,20.104578277311806,28858.717934503304,Single,naturalised,higher,Employed,EU,1
Male,24.8921448161804,19782.367394472843,Single,citizen,secondary,Unemployed,North_America,1
Male,29.61241187362508,1569.4689904402373,Single,citizen,primary,Retired,Asia,1
Male,70.0,10574.84237589095,Single,citizen,higher,Unemployed,Asia,1
Female,18.0,23470.35372187497,Single,citizen,PhD,Unemployed,Asia,1
Male,21.31387769725278,10880.957266234542,Married,naturalised,higher,Employed,Asia,0
Male,22.879513073892102,183510.4659290134,Divorced,citizen,primary,Employed,Asia,1
Male,18.0,24861.247472676918,Single,citizen,higher,Retired,Africa,1
Male,22.451349261795233,7249.81343477581,Single,citizen,secondary,Employed,Asia,1
Female,70.0,15143.393983436797,Single,citizen,higher,Employed,Arab_Middle_East,1
Female,18.0,11457.605289956731,Married,Asylum_seeker,secondary,Others,North_America,1
Male,18.0,1945.9294119982972,Divorced,citizen,secondary,Employed,Asia,0
Male,18.0,21063.85305233291,Single,citizen,primary,Employed,Africa,1
Male,18.0,6292.235419312776,Single,citizen,secondary,Employed,Africa,1
Male,18.0,120434.24347918101,Divorced,citizen,primary,Employed,North_America,1
Female,18.0,5427.4571732819195,Married,naturalised,higher,Employed,EU,0
Male,18.0,19014.762351837497,Married,foreigner,secondary,Employed,EU,0
Male,22.14551679230801,7127.243288427392,Widow/Widower,citizen,higher,Employed,Arab_Middle_East,1
Male,49.18921384918842,27008.449745529233,Single,foreigner,primary,Others,Asia,1
Female,18.0,3967.8752553601757,Single,naturalised,secondary,Others,South_America,0
Male,19.094758532183675,26739.318068643068,Married,citizen,secondary,Others,Asia,0
Female,39.85100050134101,2339.199174378531,Single,citizen,primary,Employed,Africa,1
Male,67.92097599840572,39770.994372193265,Widow/Widower,citizen,secondary,Unemployed,Asia,1
Male,18.0,9961.587972392594,Single,foreigner,primary,Unemployed,Africa,1
Female,18.0,56877.389570876876,Married,foreigner,higher,Unemployed,Arab_Middle_East,0
Male,34.780233463269674,1859.862845041681,Married,citizen,primary,Retired,South_America,0
Male,31.415828023082216,1670.615002329142,Married,naturalised,secondary,Retired,Africa,1
Male,18.0,37453.81368009839,Married,citizen,secondary,Unemployed,Oceania,0
Male,18.0,98430.99419994913,Married,citizen,primary,Employed,South_America,1
Male,70.0,3692.4381400649554,Divorced,citizen,secondary,Unemployed,Arab_Middle_East,0
Male,18.0,3188.2324170767147,Single,naturalised,PhD,Employed,Africa,0
Male,37.00702035417726,7493.890813151518,Married,naturalised,secondary,Unemployed,Africa,0
Female,21.290859560674907,2217.5580711128187,Married,citizen,secondary,Employed,Asia,0
Male,18.0,76669.99285651643,Married,citizen,primary,Others,Asia,1
Female,25.26173503244769,10132.260621055639,Married,citizen,primary,Employed,EU,0
Male,45.79244848900765,5530.309048564227,Single,citizen,secondary,Employed,EU,0
Female,70.0,3879.2025532971065,Widow/Widower,naturalised,primary,Employed,South_America,0
Male,18.0,10606.29953602747,Divorced,naturalised,primary,Employed,Africa,0
Male,18.0,4020.9867588183747,Married,citizen,secondary,Unemployed,Asia,1
Male,18.0,17538.414111903596,Married,citizen,secondary,Unemployed,Asia,1
Female,18.0,3789.655863275462,Married,Asylum_seeker,primary,Employed,EU,1
Male,18.0,13722.368405965108,Single,citizen,higher,Others,Arab_Middle_East,1
Male,18.0,55682.26259681887,Single,citizen,secondary,Employed,Arab_Middle_East,1
Male,70.0,7361.493890247217,Married,naturalised,higher,Employed,Asia,1
Female,18.0,7761.195382387898,Divorced,citizen,higher,Unemployed,Africa,1
Male,18.0,42588.94399998493,Widow/Widower,foreigner,secondary,Employed,EU,1
