gender,age,income,marital_status,immigration_status,education,job_status,depression
Female,25.716134988659586,9011.768299809966,Married,citizen,higher,Retired,0
Female,58.20098944436013,27154.558474033987,Married,citizen,higher,Employed,0
Male,23.492912641073783,26819.75884276752,Married,citizen,primary,Unemployed,0
Male,49.95170685706415,21090.886731575163,Married,citizen,higher,Employed,0
Male,32.789839960626665,7804.610356284918,Married,citizen,primary,Employed,0
Male,39.514843762042204,44207.690294318185,Divorced,foreigner,secondary,Employed,1
Female,52.56406122057576,39927.01878617745,Married,citizen,secondary,Employed,1
Male,52.82174098589294,12830.047721496276,Married,naturalised,secondary,Employed,0
Female,65.0545361033394,38792.79318732241,Married,naturalised,higher,Employed,1
Non-binary,43.7661945049282,29730.423151542596,Single,citizen,PhD,Others,0
Male,49.59676294445011,7907.05188305917,Widow/Widower,citizen,primary,Retired,1
Male,38.433940163935134,11123.962767912592,Married,citizen,secondary,Employed,0
Female,47.72984823934196,54755.065060028435,Married,citizen,PhD,Others,0
Male,51.59229072012768,28212.85341985834,Married,citizen,primary,Others,0
Male,43.52535228818436,14024.451814985976,Single,citizen,secondary,Retired,0
Male,18.0,11083.571956145188,Married,citizen,primary,Unemployed,1
Male,49.97206344496343,14584.067745012766,Married,citizen,higher,Employed,0
Non-binary,50.468422160331855,15435.36178769893,Married,citizen,higher,Employed,1
Female,34.79739785478074,11195.078867527418,Married,foreigner,higher,Employed,0
Female,25.734194458912285,5467.5653782541485,Divorced,citizen,secondary,Others,1
Female,67.13818725755948,54830.97931216212,Married,citizen,higher,Retired,0
Female,52.37168266341603,47882.57497985623,Married,naturalised,primary,Employed,0
Male,41.56378453617435,7953.724898064354,Divorced,naturalised,PhD,Unemployed,1
Female,27.94450675278769,24564.28988151482,Divorced,citizen,secondary,Employed,0
Female,32.67277757367981,10702.251702837018,Married,citizen,primary,Retired,1
Female,64.53885595179347,17867.634405640987,Widow/Widower,citizen,PhD,Employed,0
Female,47.06492911302069,16717.088456541816,Single,citizen,higher,Retired,0
Male,36.7411939949894,15642.277558242284,Married,citizen,higher,Employed,0
Male,52.64533846836984,109355.31903978217,Married,citizen,primary,Employed,0
Male,32.784027188305146,15486.739990054944,Married,citizen,higher,Retired,0
Male,67.51264545420568,11537.858373414852,Married,foreigner,higher,Employed,0
Female,65.29200802345088,11967.319712594477,Married,citizen,higher,Retired,0
Female,38.00138893195835,50768.00260431867,Single,citizen,PhD,Employed,0
Male,35.5699462945371,5874.1587345834705,Divorced,foreigner,primary,Others,0
Female,18.0,11966.922529220396,Married,citizen,secondary,Retired,0
Male,22.77628842672948,70084.59364779222,Married,citizen,higher,Employed,1
Male,24.907953375633657,26774.064366172966,Married,citizen,secondary,Retired,0
Male,47.02785511481079,25681.793713699168,Single,foreigner,primary,Employed,0
Male,40.10649443337961,121263.01801576203,Single,citizen,primary,Unemployed,0
Non-binary,24.819967688771378,26824.699423800797,Married,citizen,higher,Employed,0
Male,40.78253936303164,12499.589352019682,Single,naturalised,secondary,Employed,0
Female,52.58005721471023,17576.856682753707,Married,citizen,primary,Others,1
Female,52.91759024873381,8880.864215139885,Single,naturalised,secondary,Employed,0
Male,18.0,60159.19827641456,Married,foreigner,secondary,Employed,0
Non-binary,43.076047792742536,34879.31970733941,Married,citizen,primary,Employed,1
Non-binary,24.249888345425845,54150.978366539486,Married,citizen,primary,Unemployed,1
Male,58.52593045710411,58127.09253474978,Divorced,naturalised,higher,Employed,0
Female,56.762196245302476,15813.691197140042,Single,citizen,primary,Employed,0
Male,31.529591605133124,10344.370300531677,Widow/Widower,naturalised,higher,Employed,0
Male,33.509321963994005,21133.81220310838,Married,citizen,higher,Employed,0
Male,38.08099424252539,10957.62832486892,Married,citizen,secondary,Others,0
Female,18.0,25133.716242565402,Married,citizen,secondary,Others,0
Female,50.03952260160865,54484.82517190535,Single,citizen,higher,Retired,0
Male,40.907331804898035,19254.272885463073,Divorced,citizen,secondary,Employed,0
Male,59.55262623851789,24834.673282444128,Divorced,citizen,primary,Employed,1
Non-binary,28.52386173056171,20433.347100605122,Single,citizen,secondary,Unemployed,1
Male,35.71315577625103,41864.02134638012,Single,citizen,primary,Others,0
Male,22.40212112941327,12910.214317186163,Divorced,naturalised,secondary,Unemployed,0
Female,29.9356415475862,3800.3292651543447,Married,naturalised,secondary,Employed,0
Non-binary,27.270270058976717,32102.689398723727,Divorced,citizen,secondary,Retired,0
Male,59.93960518269669,48546.02213749079,Divorced,citizen,higher,Employed,1
Female,34.526072268729116,31479.73850539849,Married,citizen,PhD,Retired,1
Female,46.862635271169204,13197.934296325502,Single,citizen,secondary,Others,0
Male,39.288548942072936,8883.850185367985,Married,citizen,secondary,Others,0
Female,25.958021009807805,32715.29633775163,Married,naturalised,higher,Employed,0
Male,42.47549365242536,24666.051952121747,Single,citizen,secondary,Employed,0
Female,53.98654997795392,19917.736553959974,Married,naturalised,secondary,Employed,1
Female,26.883609111849715,94652.79389698792,Married,naturalised,higher,Employed,0
Female,57.136691860970686,10327.442221765032,Divorced,citizen,higher,Employed,0
Male,32.254186177834555,91128.84078017034,Married,citizen,secondary,Unemployed,1
Female,37.75524110890739,22593.716686790434,Married,citizen,primary,Employed,0
Male,52.96024684515072,5072.269443899685,Single,citizen,secondary,Employed,1
Male,35.04845764170768,19084.616612258713,Married,citizen,secondary,Employed,0
Male,45.56362289003798,47457.83261250514,Married,citizen,secondary,Others,1
Female,40.279637568178615,16447.94745696654,Married,citizen,secondary,Retired,1
Female,46.94052010055728,6769.463844698796,Married,citizen,secondary,Retired,1
Male,18.0,19310.193084368475,Married,citizen,secondary,Employed,0
Female,18.0,11095.136086778331,Divorced,citizen,secondary,Unemployed,1
Male,54.23950509070257,32645.14811885039,Married,citizen,PhD,Employed,0
Female,60.55772108473575,40893.232052695144,Married,citizen,higher,Unemployed,1
Male,31.34269944702718,9461.475986340512,Widow/Widower,citizen,higher,Unemployed,1
Female,41.33957471743298,12523.432343292932,Divorced,naturalised,secondary,Retired,1
Male,49.42078879353453,40348.68051150865,Married,naturalised,secondary,Employed,0
Non-binary,55.39826402488056,11080.306001245299,Single,citizen,higher,Employed,0
Male,18.0,9267.542225724297,Single,citizen,higher,Others,0
Male,31.709396295324343,8578.78088647368,Single,naturalised,higher,Others,1
Male,40.011309302251874,29191.44279572613,Single,citizen,primary,Employed,1
Non-binary,55.54710295854074,28207.02038071072,Married,citizen,higher,Employed,0
Female,80.0,12743.3287160985,Married,naturalised,PhD,Employed,1
Male,41.57991409785423,22116.258967596586,Married,citizen,primary,Employed,1
Female,23.895338068440168,74735.15732512716,Single,citizen,secondary,Retired,0
Female,51.03402115801947,10104.658907719802,Single,foreigner,secondary,Retired,0
Female,64.81493684311064,4622.1068709222345,Married,citizen,higher,Employed,1
Female,46.62021181469251,31699.635474632174,Married,foreigner,primary,Retired,0
Male,31.400271822685607,20164.503172205037,Widow/Widower,citizen,higher,Employed,0
Male,59.36990912220028,12481.214221097765,Married,citizen,primary,Employed,0
Female,54.953184277476524,37110.83260296474,Married,citizen,higher,Employed,0
Non-binary,29.608787337065635,43104.38951213097,Single,naturalised,primary,Employed,1
Female,50.72138426301513,3764.52731081531,Married,citizen,primary,Retired,1
Male,59.95898351488309,13067.998690767428,Married,citizen,higher,Employed,1
Male,62.728350638383404,140647.63302661985,Married,naturalised,higher,Employed,1
Female,44.00326537035816,35126.95040498662,Single,citizen,PhD,Employed,1
Female,39.628808307310216,37830.95306359792,Married,citizen,primary,Others,0
Female,63.40910733121894,56292.43428256204,Divorced,citizen,secondary,Others,1
Female,26.847592455286723,22329.301424147565,Married,citizen,primary,Retired,0
Female,51.57868936381508,41662.10860170333,Single,naturalised,primary,Employed,0
Male,24.44960058953356,39122.36725885162,Married,citizen,primary,Employed,1
Male,60.98064408389404,33902.13251381242,Married,citizen,primary,Employed,0
Female,41.129317265832576,17024.18779898859,Single,citizen,higher,Employed,1
Female,64.02874853471204,25276.923349136294,Married,citizen,primary,Employed,1
Male,52.3711913453329,13757.105710481546,Single,citizen,higher,Employed,1
Male,26.65169654907105,22253.43023669761,Married,citizen,higher,Employed,0
Female,66.36941598115865,8649.071787119643,Married,foreigner,primary,Unemployed,1
Male,68.26867899641594,11701.833372119056,Single,naturalised,PhD,Unemployed,0
Male,58.23429738898824,17573.552754495726,Single,citizen,secondary,Retired,0
Female,33.5761820244567,10353.041858193594,Married,citizen,PhD,Employed,0
Female,40.409790684638864,14705.637216979781,Divorced,citizen,PhD,Employed,1
Female,47.18140826108639,19319.28731436305,Married,citizen,PhD,Employed,0
Male,34.4443440100285,30388.20673356095,Married,citizen,higher,Others,0
Female,70.38519858694806,47070.69226768222,Married,citizen,secondary,Employed,0
Male,47.16489707589055,15198.8113466391,Married,citizen,primary,Employed,0
Male,18.0,64092.5680939531,Married,citizen,secondary,Employed,0
Female,50.09033719134331,46671.49458198249,Single,foreigner,secondary,Employed,0
Female,39.7776390477403,32967.41952225371,Married,citizen,higher,Employed,0
Female,43.876101658223284,24907.376995070365,Married,citizen,higher,Unemployed,0
Female,39.47070951321451,28432.742741691894,Widow/Widower,citizen,secondary,Employed,0
Female,57.10569624910031,56933.59800930698,Married,citizen,primary,Employed,1
Male,61.79531667830072,58621.905974848225,Married,foreigner,secondary,Employed,0
Male,49.24579743387981,64084.47300192442,Married,citizen,secondary,Employed,0
Male,39.91033219292761,22766.864933569876,Married,foreigner,primary,Employed,0
Male,44.37994192786245,34336.82704637512,Married,citizen,higher,Employed,1
Non-binary,45.293994248664426,64526.882912838286,Married,citizen,higher,Retired,0
Male,32.963549402027446,13373.456618102939,Single,citizen,primary,Employed,0
Female,53.68392972856852,17073.221434048115,Single,naturalised,secondary,Employed,0
Female,51.900634857906994,22310.87106598201,Single,citizen,higher,Employed,0
Female,68.1066185966501,45237.37887727734,Single,foreigner,secondary,Unemployed,0
Female,63.83024670432712,45804.50467316078,Married,citizen,PhD,Retired,1
Female,34.714876236148044,18311.94230647306,Married,citizen,primary,Retired,0
Female,57.304475617634466,6588.707228127135,Single,citizen,secondary,Retired,0
Male,30.735699253582926,26821.18006844212,Married,citizen,higher,Employed,0
Female,55.43898151411275,10565.477127093915,Married,citizen,secondary,Others,1
Male,37.25078701859838,6687.872136850001,Single,naturalised,secondary,Employed,0
Male,29.651201649366236,8013.659093429634,Married,citizen,higher,Employed,0
Female,49.20068014046107,28598.36439757014,Single,citizen,higher,Unemployed,1
Male,18.0,65436.133753426635,Married,citizen,primary,Unemployed,0
Non-binary,18.73536638392158,22722.607045860324,Widow/Widower,citizen,secondary,Employed,1
Non-binary,42.33762174338575,26084.708065103012,Single,citizen,secondary,Others,0
Non-binary,46.236626499522636,56744.60990029704,Married,citizen,higher,Employed,0
Male,39.46021844762717,6402.450410649339,Single,naturalised,secondary,Employed,0
Male,21.30845551923602,33394.32109057455,Single,citizen,higher,Employed,0
Non-binary,32.73162236792242,21823.184057397244,Single,naturalised,higher,Employed,0
Male,50.868139908560906,34642.826891386554,Married,citizen,secondary,Others,0
Non-binary,53.72672655942544,14961.16126642642,Married,citizen,secondary,Retired,0
Non-binary,44.756653236060885,11448.914118339144,Married,citizen,secondary,Employed,1
Female,62.35250671555483,24646.91756129884,Married,naturalised,secondary,Unemployed,0
Male,50.960955351888515,82401.01705052516,Divorced,naturalised,higher,Retired,0
Male,33.78816519062681,43858.686924120004,Married,citizen,higher,Unemployed,1
Female,40.79246919882574,14674.194939250909,Married,citizen,secondary,Employed,1
Male,23.95700764188218,7534.308771970313,Married,citizen,higher,Unemployed,0
Male,43.37791514412875,5735.018027876388,Divorced,naturalised,secondary,Employed,1
Female,61.68150928832008,63125.46680496043,Single,naturalised,primary,Others,1
Non-binary,55.27935127066452,10259.241308917748,Single,citizen,secondary,Retired,1
Female,66.03013988878683,16976.567156418816,Divorced,citizen,secondary,Employed,0
Female,40.456721343015104,63384.13679657293,Divorced,naturalised,secondary,Employed,0
Male,65.19149691771386,6056.448405864995,Single,citizen,higher,Employed,0
Female,42.10043660328045,72679.27938645562,Married,citizen,secondary,Unemployed,1
Non-binary,67.0737762385484,17981.300519941742,Married,citizen,PhD,Employed,0
Male,44.67214878836815,8787.920155270745,Single,citizen,primary,Unemployed,0
Female,55.60847060706415,18072.00361680449,Married,foreigner,higher,Retired,1
Female,67.12668546464784,12356.315339527167,Single,foreigner,higher,Employed,1
Female,42.098585571281916,31340.16682998838,Married,citizen,secondary,Retired,0
Female,48.27583481316261,13114.766038209034,Single,citizen,primary,Employed,0
Female,64.33295137809453,4772.789583395805,Married,naturalised,secondary,Employed,1
Male,43.00495254104904,18463.479380978162,Married,citizen,PhD,Employed,0
Male,25.186615762407584,7441.025528429457,Single,citizen,higher,Unemployed,0
Female,77.14510581877364,25937.780910290203,Married,citizen,higher,Others,0
Female,37.95353303494295,8521.057519887165,Single,citizen,higher,Retired,0
Female,47.38134076406314,14907.053325295039,Single,citizen,primary,Employed,0
Non-binary,62.3401000417669,25490.73274610504,Widow/Widower,citizen,secondary,Employed,1
Female,35.87259144403197,18583.567843811947,Divorced,citizen,primary,Unemployed,1
Female,29.88198130166805,26912.448455297497,Married,naturalised,secondary,Employed,1
Female,48.806059451622495,37957.77864011674,Single,foreigner,higher,Retired,1
Female,18.103854031314157,8722.429061539457,Married,naturalised,higher,Employed,1
Female,40.6814088469812,20920.440356437743,Married,citizen,PhD,Employed,1
Female,48.675579964731085,1535.170858035568,Single,citizen,primary,Employed,1
Female,40.950721547622535,26845.853107101742,Single,naturalised,secondary,Retired,0
Male,21.848235852213794,17315.350439469534,Married,foreigner,higher,Employed,0
Male,68.91266934306017,10029.040257784707,Married,citizen,secondary,Employed,0
Male,46.55307230923763,28355.478562406082,Divorced,citizen,primary,Employed,0
Female,66.46728176642611,56283.57673690083,Married,citizen,secondary,Employed,1
Male,41.09945624729333,15050.79062351079,Divorced,citizen,secondary,Others,1
Female,31.79982027463854,10343.860226143754,Single,citizen,PhD,Employed,0
Female,49.0377138038274,25135.09133633957,Married,foreigner,secondary,Employed,0
Male,41.76319310507671,7566.71775607603,Married,citizen,higher,Employed,0
Female,27.33357813012963,12986.880097575726,Married,citizen,higher,Employed,0
Male,67.04676388181244,58566.7102293498,Divorced,foreigner,primary,Employed,1
Male,35.66594665659006,23149.845458881486,Divorced,citizen,higher,Employed,0
Female,18.0,4897.236908588687,Single,naturalised,secondary,Retired,0
Male,64.92249080936,5231.256005157742,Married,citizen,primary,Employed,0
Male,37.43552976281065,25076.051699833333,Single,foreigner,higher,Retired,1
Female,35.88264161076563,43910.66292210712,Married,citizen,secondary,Others,0
Female,18.51918619455039,6038.451193318411,Single,foreigner,secondary,Others,0
Male,71.11412229895487,31563.923500202363,Married,citizen,secondary,Employed,1
Female,25.657791191854688,63848.9110175967,Divorced,citizen,secondary,Others,1
Male,45.87674221058475,99736.52025845267,Single,citizen,secondary,Unemployed,0
Male,58.68930483810661,28709.35215963622,Married,citizen,secondary,Employed,0
Female,51.325753995046455,33038.937715230786,Divorced,citizen,secondary,Retired,0
Female,44.10518532011712,3997.6119842930357,Married,foreigner,PhD,Employed,1
Female,19.475012125688757,118160.8414429873,Married,citizen,secondary,Employed,1
Female,32.85412746349074,13899.49558377263,Married,citizen,primary,Retired,0
Non-binary,47.81700507063783,10438.15449457222,Single,citizen,primary,Unemployed,1
Female,33.19238895019505,17958.79224124527,Divorced,naturalised,higher,Retired,0
Male,48.05039189998151,73816.58625563998,Divorced,citizen,secondary,Retired,0
Female,55.22615113222713,128854.2034073764,Single,foreigner,PhD,Employed,1
Male,59.437543287001525,24350.969516253586,Married,citizen,higher,Employed,0
Male,26.60730963280975,48945.72636815074,Married,citizen,primary,Retired,0
Male,77.94969082468431,22801.08129297327,Married,citizen,primary,Employed,0
Male,56.51219016831196,9602.354632361525,Divorced,naturalised,secondary,Employed,1
Non-binary,44.97428769496404,71782.42419000059,Widow/Widower,citizen,higher,Employed,1
Female,61.343048746149606,13390.462994431728,Married,naturalised,primary,Employed,1
Female,80.0,75238.9718736828,Single,citizen,higher,Employed,1
Male,23.419198484146957,62244.97348359705,Single,citizen,higher,Employed,0
Male,41.6210603626297,35998.37261097505,Married,foreigner,higher,Employed,1
Male,18.0,95147.13909937526,Single,citizen,higher,Employed,0
Male,47.88977298972037,131383.63403447616,Divorced,citizen,higher,Employed,1
Female,50.48091362887711,19145.161693937745,Married,naturalised,primary,Employed,0
Female,44.41256826835861,11532.964651881055,Divorced,citizen,secondary,Others,1
Female,35.181996435025354,4957.139453149303,Married,citizen,primary,Unemployed,1
Male,18.0,132686.67546898153,Married,citizen,primary,Employed,0
Non-binary,50.603005251176526,15494.716794947484,Married,foreigner,PhD,Retired,1
Female,66.83151725872987,54613.12326443655,Divorced,naturalised,secondary,Employed,1
Female,36.134723163998515,12173.243980805624,Married,citizen,higher,Employed,1
Female,51.600898935347175,75403.76698260805,Single,citizen,higher,Employed,0
Male,21.47783529869924,12580.533356675034,Single,citizen,higher,Retired,1
Male,51.85819595538771,8489.833714796667,Married,naturalised,secondary,Employed,1
Male,39.09926553383014,18642.419013782554,Divorced,citizen,secondary,Employed,0
Female,33.56373074095629,14394.182908065495,Married,naturalised,secondary,Unemployed,0
Male,33.59454538175804,35491.19187104491,Divorced,citizen,PhD,Retired,1
Male,39.095826269504855,21139.19244251678,Married,citizen,primary,Employed,0
Male,50.73649973538803,36394.098655837006,Single,citizen,primary,Retired,0
Male,25.317551982067233,17451.53381598135,Single,citizen,secondary,Employed,0
Female,39.043270026482205,12937.871999578489,Divorced,naturalised,secondary,Retired,0
Female,44.377923330012784,13810.045784089976,Married,naturalised,secondary,Employed,0
Female,28.51441163202211,113091.33419386811,Single,citizen,PhD,Employed,0
Male,71.94997802512526,26374.073594479014,Married,citizen,higher,Retired,0
Female,32.19756779907988,4505.212021079116,Married,naturalised,higher,Retired,0
Female,34.958446295497644,14527.99547301287,Married,citizen,secondary,Others,0
Male,30.325380752662532,23801.23683057948,Married,citizen,secondary,Employed,0
Male,71.97720130707177,96405.61685195031,Divorced,citizen,higher,Unemployed,0
Male,53.29357842899222,50159.28760289965,Single,naturalised,higher,Retired,0
Female,30.95111990634537,10536.763754836242,Married,citizen,secondary,Employed,0
Female,61.59347338289953,152464.1252141595,Divorced,naturalised,higher,Others,0
Male,48.01048041433317,21484.17095173558,Married,naturalised,PhD,Employed,0
Male,48.858801316672526,59698.60002032713,Single,naturalised,secondary,Employed,0
Female,39.83284186871321,8742.86485961203,Divorced,foreigner,secondary,Employed,1
Female,33.7587601956454,3233.982160212855,Divorced,naturalised,secondary,Employed,0
Female,50.06649148581902,7138.477574266415,Married,citizen,PhD,Employed,0
Female,36.823691550066144,1635.5480387177968,Single,citizen,secondary,Employed,0
Male,72.25133444362658,119332.7945550031,Married,citizen,higher,Unemployed,0
Male,25.96063342135344,26150.57179211135,Divorced,citizen,higher,Employed,0
Female,68.04235159282418,10512.126612727126,Single,citizen,secondary,Retired,0
Male,43.33021726803299,31637.525915258655,Single,citizen,secondary,Employed,0
Female,49.48628601031659,25628.677771797044,Married,citizen,secondary,Employed,0
Non-binary,57.49736649944152,36197.550019029295,Single,citizen,higher,Employed,0
Female,35.546260574933456,57966.765745392324,Single,naturalised,higher,Employed,0
Male,57.96372577047955,17466.902397324615,Single,naturalised,higher,Employed,0
Female,18.0,10895.755134000656,Single,foreigner,primary,Employed,1
Female,34.20015700167092,42711.35852685062,Divorced,citizen,primary,Employed,0
Female,31.139057889884022,41850.80128409032,Single,citizen,higher,Retired,0
Non-binary,26.197409814423576,23875.035362438128,Married,citizen,secondary,Employed,1
Male,41.77567742881573,125749.0270738298,Divorced,citizen,primary,Employed,0
Non-binary,50.78624952272542,15517.788681299604,Married,citizen,primary,Employed,1
Non-binary,55.53989997748959,10722.650183611555,Single,citizen,secondary,Employed,1
Male,48.613151358006114,30775.467505118013,Divorced,citizen,primary,Employed,0
Male,35.0145980265968,12836.522592943527,Married,naturalised,secondary,Employed,0
Male,50.535246567377506,32741.9765207736,Divorced,naturalised,higher,Employed,0
Male,46.86428542276276,11311.705973178272,Single,citizen,secondary,Retired,1
Male,59.04084251904024,15991.3970725743,Single,citizen,PhD,Retired,0
Female,56.65405054397275,99974.69030955312,Married,citizen,primary,Employed,0
Male,45.457146208809434,15923.162904992816,Married,citizen,secondary,Employed,0
Male,31.541204907581147,11625.064336771326,Widow/Widower,foreigner,primary,Retired,0
Female,35.20574766251879,56192.750391315734,Married,naturalised,higher,Retired,1
Male,36.7531596054295,9501.13400840664,Single,citizen,PhD,Retired,0
Female,40.27100499125616,12652.9468030164,Married,citizen,secondary,Employed,0
Male,49.0207564138463,34935.15460241229,Married,citizen,secondary,Retired,0
Male,55.72761585192087,46664.04062873668,Single,citizen,secondary,Retired,0
Female,44.23321960476933,58476.55086016022,Married,foreigner,higher,Unemployed,1
